year	2008
cast	Syed Fazal Hussain	Autorickshaw Driver
cast	Umar Khan	Autorickshaw Driver
cast	Imran Hasnee	Javed's House Doorkeeper
cast	Homai Billimoria	KBC Contestant
cast	Udayan Baijal	Cricket Commentator
cast	Sandeep Kaul	Floor Manager
cast	Rufee Ahmed	Double for Irrfan Khan
cast	Rhea Lawyer	TV Reporter
cast	Deepali Dalvi	Dancer at Javed's Safehouse
cast	Anisha Nagar	Dancer at Javed's Safehouse
cast	Farrah Shaikh	Dancer at Javed's Safehouse
cast	Mamta Sharma	Dancer at Javed's Safehouse
cast	Neha M. Khatarawalla	Dancer at Javed's Safehouse
cast	Tanya Singh	Newsreader
cast	Anand Tiwari	Newsreader
cast	Faezeh Jalali	Newsreader
cast	Meghana Jhalani	Newsreader
cast	Rupali Mehra	Newsreader
cast	Anju Singh	Newsreader
cast	Saurabh Agarwal	Call Centre Manager
cast	Mark Boucher	Himself - South African Cricketer
cast	Andre Nel	Himself - South African Cricketer
cast	Yuvraj Singh	Himself - Indian Cricketer
cast	Sachin Tendulkar	Himself - Indian Cricketer
cast	Amitabh Bachchan	Himself
