year	1958
keyword	melancholy
keyword	cemetery
keyword	technicolor
keyword	following someone in a car
keyword	femme fatale
keyword	trance
keyword	bell tower
keyword	dyed hair
keyword	manipulation
keyword	older man younger woman relationship
keyword	dual role
keyword	alcoholic drink
keyword	falling from height
keyword	new clothes
keyword	dirty old man
keyword	being followed in car
keyword	unmailed letter
keyword	step stool
keyword	1950s
keyword	unrequited love
keyword	psychiatric hospital
keyword	woman crying
keyword	rooftop chase
keyword	bolt upright after nightmare
keyword	police officer killed
keyword	rooftop
keyword	hotel manager
keyword	makeover
keyword	adultery
keyword	older man young girl relationship
keyword	foreign language adaptation
keyword	mirror
keyword	rescue from drowning
keyword	blond wearing a grey suit
keyword	loss of wife
keyword	surrealism
keyword	one word title
keyword	reference to coca cola
keyword	26 year old
keyword	san francisco california
keyword	dolly zoom
keyword	romantic longing
keyword	being followed
keyword	businessman
keyword	men's club
keyword	golden gate bridge
keyword	private detective
keyword	tree trunk
keyword	redwood forest
keyword	stairwell
keyword	gravestone
keyword	restaurant
keyword	identity crisis
keyword	portrait painting
keyword	guilt
keyword	nervous breakdown
keyword	murder
keyword	mysterious woman
keyword	private club
keyword	based on novel
keyword	title spoken by character
keyword	plot twist
keyword	surprise ending
cast	James Stewart	John 'Scottie' Ferguson
cast	Kim Novak	Madeleine Elster / Judy Barton
cast	Barbara Bel Geddes	Midge Wood
cast	Tom Helmore	Gavin Elster
cast	Henry Jones	Coroner
cast	Raymond Bailey	Scottie's Doctor
cast	Ellen Corby	Manager of McKittrick Hotel
cast	Konstantin Shayne	Pop Leibel
cast	Lee Patrick	Car Owner Mistaken for Madeleine
cast	David Ahdar	Priest
cast	Isabel Analla	Undetermined Role
cast	Jack Ano	Undetermined Role
cast	Margaret Bacon	Nun
cast	John Benson	Salesman
cast	Danny Borzage	Juror
cast	Margaret Brayton	Ransohoff's Saleslady
cast	Paul Bryar	Capt. Hansen
cast	Steve Conte	Burglar
cast	Jean Corbett	Mrs. Elster
cast	Bruno Della Santina	Waiter at Ernie's
cast	Roxann Delman	Ransohoff's Model
cast	Molly Dodd	Beautician
cast	Bess Flowers	Diner at Ernie's
cast	Joe Garcia	Juror
cast	Joanne Genthon	Carlotta Valdes
cast	Don Giovanni	Salesman
cast	Roland Gotti	Bartender at Ernie's
cast	Victor Gotti	Matire d' at Ernie's
cast	Fred Graham	Policeman on Rooftop
cast	Robert Haines	Stenographer
cast	Buck Harrington	Elster's Gateman
cast	Alfred Hitchcock	Man Walking Past Elster's Office
cast	Jimmy Horan	Juror
cast	Art Howard	Juror
cast	Catherine Howard	Nun
cast	June Jocelyn	Nurse
cast	David McElhatton	Radio Announcer - European Version Only
cast	Miliza Milo	Saleswoman
cast	Lyle Moraine	Patron
cast	Forbes Murray	Diner at Ernie's
cast	Julian Petruzzi	San Francisco Flower Vendor
cast	Ezelle Poule	Older Mistaken Identity
cast	Kathy Reed	Patron
cast	William Remick	Jury Foreman
cast	Jack Richardson	Escort
cast	Jeffrey Sayre	Diner at Ernie's
cast	Nina Shipman	Woman in Museum Mistaken for Madeleine
cast	Dori Simmons	Woman at Ernie's Mistaken for Madeleine
cast	Ed Stevlingson	Inquest Attorney
cast	Sara Taft	Nun
