year	2002
keyword	biker
keyword	dexadrine
keyword	multiple identities
keyword	blood
keyword	tunnel
keyword	feces
keyword	cameraman
keyword	bag of money
keyword	trumpet
keyword	flashback
keyword	night vision
keyword	fake identity
keyword	coward
keyword	world war two
keyword	grocery store
keyword	dual identity
keyword	grave
keyword	salton sea
keyword	beating
keyword	stabbing
keyword	graveyard
keyword	bar
keyword	neo noir
keyword	double cross
keyword	tweaker
keyword	corpse
keyword	fantasy sequence
keyword	methamphetamine
keyword	sheriff
keyword	forgiveness
keyword	sadist
keyword	rhyming
keyword	cutting a skull open with a hacksaw
keyword	loss of wife
keyword	filling station
keyword	cocaine snorting
keyword	taser
keyword	cemetery
keyword	police detective
keyword	car accident
keyword	trucker
keyword	reference to william shakespeare
keyword	kicked in the face
keyword	kennedy assassination
keyword	lapd
keyword	drunkenness
keyword	lock
keyword	domestic abuse
keyword	trumpet player
keyword	drinking
keyword	masked man
keyword	junkie
keyword	apartment fire
keyword	friendship
keyword	boyfriend girlfriend relationship
keyword	abusive boyfriend
keyword	tears
keyword	texas
keyword	motel
keyword	informant
keyword	methedrine
keyword	flashback within a flashback
keyword	silencer
keyword	drunk driving
keyword	wiretap
keyword	nose
keyword	school bus
keyword	hiding
keyword	courier
keyword	stabbed in the throat
keyword	drink
keyword	jfk
keyword	title spoken by character
keyword	surprise ending
cast	Val Kilmer	Danny Parker / Tom Van Allen
cast	Vincent D'Onofrio	Pooh-Bear
cast	Adam Goldberg	Kujo
cast	Luis Guzmán	Quincy
cast	Doug Hutchison	Gus Morgan
cast	Anthony LaPaglia	Al Garcetti
cast	Glenn Plummer	Bobby
cast	Peter Sarsgaard	Jimmy the Finn
cast	Deborah Kara Unger	Colette
cast	Chandra West	Liz
cast	BD Wong	Bubba
cast	R. Lee Ermey	Verne Plummer
cast	Shalom Harlow	Nancy
cast	Shirley Knight	Nancy Plummer
cast	Meat Loaf	Bo
cast	Azura Skye	Teresa
cast	Josh Todd	Big Bill
cast	Danny Trejo	Little Bill
cast	Ricky Trammell	Creeper
cast	Kenji Nakamura	Kamikaze Pilot
cast	Paula Scarpino	50's Housewife
cast	Mike Randleman	60's Trucker
cast	Justine Visone	Supermarket Cashier
cast	Jerry Gauny	Freak Cook
cast	Tanner Giles	Bobby's Daughter
cast	Rachel Ezra	Bobby's Girlfriend
cast	Mpho Koaho	Kid Selling Guns
cast	Chuck Kuespert	Bar Owner
cast	Charles Carroll	Zapruder
cast	Lee Holmes	Oswald
cast	Val Lauren	Third Shooter
cast	Tom Fitzpatrick	Karaoke Man
cast	Christian J. Fletcher	Stool Sample Courier
cast	Bob Brown	Man in Salton Sea House
cast	Dana Lynn Caruso	Female FBI Agent
cast	Rene Rivera	FBI Agent One
cast	Kevin Quinn	FBI Agent Two
cast	Rex Linn	Detective Bookman
cast	Al Barker Jr.	FBI Agent Repairing Motel Sign
cast	Doc Duhame	Skipper
