year	1978
keyword	police
keyword	hyper speed
keyword	exploding gasoline station
keyword	waterboy
keyword	manhattan new york city
keyword	female stockinged legs
keyword	journalism
keyword	based on comic
keyword	villain arrested
keyword	world domination
keyword	hold up
keyword	suntan pantyhose
keyword	year 1948
keyword	human alien
keyword	megalomaniac
keyword	desert
keyword	dam
keyword	news crew
keyword	female stockinged feet
keyword	hoover dam
keyword	adoption
keyword	deus ex machina
keyword	cheerleader
keyword	trapped in a mirror
keyword	one word title
keyword	new york city
keyword	rescue
keyword	pantyhose
keyword	transformation
keyword	exploding planet
keyword	hero
keyword	yacht
keyword	1960s
keyword	bullet catching
keyword	falling from a window
keyword	dc comics
keyword	rural
keyword	fortress of solitude
keyword	man with glasses
keyword	high punted football
keyword	coming of age
keyword	mugger
keyword	fictional city
keyword	cemetery
keyword	san andreas fault
keyword	superhuman
keyword	based on comic book
keyword	famous score
keyword	spacecraft
keyword	explosion
keyword	kryptonite
keyword	earth viewed from space
keyword	reference to peter pan
keyword	crystal machine
keyword	ultrasonic
keyword	mugging
keyword	surrogate family
keyword	teenager
keyword	rocket launching
keyword	sidekick
keyword	statue of liberty new york city
keyword	foster parent
keyword	good versus evil
keyword	video surveillance
keyword	loss of husband
keyword	subterranean
keyword	airforce one
keyword	american football
keyword	newspaper photographer
keyword	mother son hug
keyword	san francisco california
keyword	first date
keyword	high school
keyword	child nudity
keyword	globe
keyword	fainting woman
keyword	outer space
keyword	glowing crystal stick
keyword	newspaper man
keyword	epic
keyword	nuclear weapons
keyword	hairy chest
keyword	police chase
keyword	laser beam
keyword	falling from height
keyword	dam burst
keyword	telephone box
keyword	assumed identity
keyword	disaster
keyword	photographer
keyword	child full frontal nudity
keyword	high school football
keyword	bare chested male
keyword	balcony
keyword	year 1966
keyword	fainting
keyword	telephone booth
keyword	airplane accident
keyword	damsel in distress
keyword	radiation
keyword	police surveillance
keyword	reverse footage
keyword	cruise missile
keyword	thunderstorm
keyword	compassion
keyword	1940s
keyword	trial
keyword	library
keyword	camera shot of feet
keyword	meteorite
keyword	death of father
keyword	based on play
keyword	title spoken by character
keyword	character name in title
keyword	
cast	Marlon Brando	Jor-El
cast	Gene Hackman	Lex Luthor
cast	Christopher Reeve	Superman / Clark Kent
cast	Ned Beatty	Otis
cast	Jackie Cooper	Perry White
cast	Glenn Ford	Pa Kent
cast	Trevor Howard	1st Elder
cast	Margot Kidder	Lois Lane
cast	Jack O'Halloran	Non
cast	Valerie Perrine	Eve Teschmacher
cast	Maria Schell	Vond-Ah
cast	Terence Stamp	General Zod
cast	Phyllis Thaxter	Ma Kent
cast	Susannah York	Lara
cast	Jeff East	Young Clark Kent
cast	Marc McClure	Jimmy Olsen
cast	Sarah Douglas	Ursa
cast	Harry Andrews	2nd Elder
cast	Vass Anderson	3rd Elder
cast	John Hollis	4th Elder
cast	James Garbutt	5th Elder
cast	Michael Gover	6th Elder
cast	David Neal	7th Elder
cast	William Russell	8th Elder
cast	Penelope Lee	9th Elder
cast	John Stuart	10th Elder
cast	Alan Cullen	11th Elder
cast	Lee Quigley	Baby Kal-El
cast	Aaron Smolinski	Baby Clark Kent
cast	Diane Sherry Case	Lana Lang
cast	Jeff Atcheson	Coach
cast	Brad Flock	Brad
cast	David Petrou	Team Manager
cast	Billy J. Mitchell	1st Editor
cast	Robert Henderson	2nd Editor
cast	Larry Lamb	1st Reporter
cast	James Brockington	2nd Reporter
cast	John Cassady	3rd Reporter
cast	John F. Parker	4th Reporter
cast	Antony Scott	5th Reporter
cast	Ray Evans	6th Reporter
cast	Sue Shifrin	7th Reporter
cast	Miquel Brown	8th Reporter
cast	Vincent Marzello	1st Copy Boy
cast	Benjamin Feitelson	2nd Copy Boy
cast	Lise Hilboldt	1st Secretary
cast	Leueen Willoughby	2nd Secretary
cast	Jill Ingham	Perry's Secretary
cast	Pieter Stuyck	Window Cleaner
cast	Rex Reed	Rex Reed
cast	Weston Gavin	Mugger
cast	Steve Kahan	Officer 1
cast	Ray Hassett	Officer 2
cast	Randy Jurgensen	Officer 3
cast	Matt Russo	News Vendor
cast	Colin Skeaping	Pilot
cast	Bo Rucker	Pimp
cast	Paul Avery	TV Cameraman
cast	David Baxt	Burglar
cast	George Harris II	Patrolman Mooney
cast	Michael Harrigan	1st Hood
cast	John Cording	2nd Hood
cast	Raymond Thompson	3rd Hood
cast	Oz Clarke	4th Hood
cast	Rex Everhart	Desk Sergeant
cast	Jayne Tottman	Little Girl
cast	Frank Lazarus	Air Force One Pilot
cast	Brian Protheroe	Co Pilot
cast	Lawrence Trimble	1st Crewman
cast	Robert Whelan	2nd Crewman
cast	David Calder	3rd Crewman
cast	Norwich Duff	Newscaster
cast	Keith Alexander	Newscaster
cast	Michael Ensign	Newscaster
cast	Larry Hagman	Major
cast	Paul Tuerpe	Sgt. Hayley
cast	Graham McPherson	Lieutenant
cast	David Yorston	Petty Officer
cast	Robert O'Neill	Admiral
cast	Robert MacLeod	General
cast	John Ratzenberger	1st Controller
cast	Alan Tilvern	2nd Controller
cast	Phil Brown	State Senator
cast	Bill Bailey	2nd Senator
cast	Burnell Tucker	Agent
cast	Chief Tug Smith	Indian Chief
cast	Norman Warwick	Superchief Driver
cast	Chuck Julian	Assistant
cast	Colin Etherington	Power Co. Driver
cast	Mark Wynter	Mate
cast	Roy Stevens	Warden
cast	Kirk Alyn	General Sam Lane
cast	Bruce Boa	General
cast	Robert Dahdah	Newspaper Customer
cast	David de Keyser	Warden
cast	Richard Donner	Man in Street
cast	Harry Fielder	Policeman
cast	Edward Finneran	Special Football Player
cast	Noel Neill	Ella Lane
cast	Pam Rose	Reporter
cast	Tony Selby	Hood
