year	2009
keyword	private detective
keyword	newspaper headline
keyword	restaurant
keyword	sinking ship
keyword	shipyard
keyword	disguise
keyword	jumping into a river
keyword	pipe smoking
keyword	hand to hand combat
keyword	falling asleep
keyword	horse
keyword	slow motion scene
keyword	punched in the stomach
keyword	buzzsaw
keyword	photograph in newspaper
keyword	ritual
keyword	diamonds
keyword	foot chase
keyword	chase
keyword	human sacrifice
keyword	london england
keyword	no opening credits
keyword	bible quote
keyword	hidden door
keyword	secret organization
keyword	punched in the face
keyword	hospital
keyword	tea
keyword	violence
keyword	knocked out
keyword	bare knuckle fighting
keyword	hallucination
keyword	assassination attempt
keyword	stick fight
keyword	undressing
keyword	hotel
keyword	witness
keyword	fireplace
keyword	boyfriend girlfriend relationship
keyword	professor moriarty
keyword	electro shock
keyword	tomb
keyword	knife
keyword	back from the dead
keyword	ambassador
keyword	faked death
keyword	sewer
keyword	tower bridge london
keyword	death of father
keyword	based on novel
keyword	character name in title
keyword	title spoken by character
cast	Robert Downey Jr.	Sherlock Holmes
cast	Jude Law	Dr. John Watson
cast	Rachel McAdams	Irene Adler
cast	Mark Strong	Lord Blackwood
cast	Eddie Marsan	Inspector Lestrade
cast	Robert Maillet	Dredger
cast	Geraldine James	Mrs. Hudson
cast	Kelly Reilly	Mary Morstan
cast	William Houston	Constable Clark
cast	Hans Matheson	Lord Coward
cast	James Fox	Sir Thomas Rotheram
cast	William Hope	Ambassador Standish
cast	Clive Russell	Captain Tanner
cast	Oran Gurel	Reordan
cast	David Garrick	McMurdo
cast	Kylie Hutchinson	Maid
cast	Andrew Brooke	Guard Captain
cast	Tom Watt	Carriage Driver
cast	John Kearney	Carriage Driver
cast	Sebastian Abineri	Coach Driver
cast	Jonathan Gabriel Robbins	Guard
cast	James A. Stephens	Captain Philips
cast	Terry Taplin	Groundskeeper
cast	Bronagh Gallagher	Palm Reader
cast	Ed Tolputt	Anonymous Man
cast	Joe Egan	Big Man
cast	Jefferson Hall	Young Guard
cast	Miles Jupp	Waiter
cast	Marn Davies	Police Officer
cast	Andrew Greenough	Prison Guard
cast	Ned Dennehy	Man with Roses
cast	Martin Ewens	Removable Man
cast	Amanda Grace Johnson	Young Woman Sacrifice
cast	James Greene	Governor
cast	David Emmings	Grave Policeman
cast	Ben Cartwright	Grave Policeman
cast	Chris Sunley	Grave Policeman
cast	Michael Jenn	Preacher
cast	Timothy O'Hara	Porter / Smith
cast	Guy Williams	Golden Dawn Envoy
cast	Peter Miles	Thug
cast	Jonathan Bridge	Man Carrying Tray of Fish in Market
cast	Sam Creed	Thug
cast	Radu Andrei Cucu	Frenzy Man
cast	James Currie	Prison Guard
cast	Jason Daly	Man with Dog
cast	Paul J. Dove	Bishop
cast	Neil Findlater	Photographer
cast	Kas Graham	Dog Fighter
cast	Thomas Kadman	Pallbearer
cast	Brendan McCoy	Fishmonger
cast	Matthew Radway	Barman
cast	Robert Stone	Prizefighter
cast	John Warman	Policeman
