year	2007
keyword	car accident
keyword	what if
keyword	lab rat
keyword	quarantine
keyword	prologue
keyword	mid air collision
keyword	cornfield
keyword	death of child
keyword	based on novel
keyword	surprise ending
cast	Will Smith	Robert Neville
cast	Alice Braga	Anna
cast	Charlie Tahan	Ethan
cast	Salli Richardson-Whitfield	Zoe Neville
cast	Willow Smith	Marley Neville
cast	Darrell Foster	Mike - Military Escort
cast	April Grace	TV Personality
cast	Dash Mihok	Alpha Male
cast	Joanna Numata	Alpha Female
cast	Abbey	Sam
cast	Kona	Sam
cast	Samuel Glen	Military Driver - Jay
cast	James McCauley	Male Evacuee
cast	Marin Ireland	Woman Evacuee
cast	Pedro Mojica	Sergeant
cast	Anthony C. Mazza	Evacuation Cop
cast	Steve Cirbus	Military Police
cast	Calista Hill	Little Girl Evacuee
cast	Gabriella Hill	Little Girl Evacuee
cast	Madeline Hill	Little Girl Evacuee
cast	Adhi Sharma	Military Scanning Tech
cast	Tyree Michael Simpson	Evacuation Cop #2
cast	Blake Lange	Coast Guard Ground Crew
cast	Alexander DiPersia	Male Evacuee #2
cast	Abraham Sparrow	Male Evacuee #3
cast	Pat Fraley	President
cast	Caitlin McHugh	Special Blond Model
cast	Deborah Collins	Civilian
cast	Mike Patton	Creature Vocals
cast	Exo	Infected
cast	Katherine Brook	Infected
cast	Vince Cupone	Infected
cast	Lynna' Davis	Infected
cast	Anika Ellis	Infected
cast	John Grady	Infected
cast	Moses Harris Jr.	Infected
cast	Kennis Hawkins	Infected
cast	Marc Inniss	Infected
cast	Eric Jenkins	Infected
cast	Reed Kelly	Infected
cast	Grasan Kingsberry	Infected
cast	Heather Lang	Infected
cast	Drew Leary	Infected
cast	Asa Liebmann	Infected
cast	Deborah Lohse	Infected
cast	Jon-Paul Mateo	Infected
cast	Ian Mclaughlin	Infected
cast	Luke Miller	Infected
cast	Courtney Munch	Infected
cast	Kimberly Shannon Murphy	Infected
cast	Okwui Okpokwasili	Infected
cast	Erin Owen	Infected
cast	Victor Paguia	Infected
cast	Paradox Pollack	Infected
cast	Will Rawls	Infected
cast	William Schultz	Infected
cast	Hollie K. Seidel	Infected
cast	Hannah Sim	Infected
cast	Eric Spear	Infected
cast	Mark Steger	Infected
cast	Charlie Sutton	Infected
cast	David Hamilton Thomson	Infected
cast	Anthony Vincent	Infected
cast	Greg Wattkis	Infected
cast	Jack Caruso	Evacuation Cop
cast	Jonathan Charles	Male Evacuee #2
cast	Katie Couric	Herself
cast	Gustavo Cunha	Himself
cast	Ann Curry	Herself
cast	Sara DeRosa	Evacuee
cast	Troy Faruk	Evacuee
cast	Chandler Foster	Evacuee
cast	Arthur Fridman	Evacuee
cast	Logan Fry	Male Evacuee
cast	Theresa Galeani	Evacuee
cast	Dan Griffin	Evacuee
cast	Johnathan Hallgrey	Infected Evacuee
cast	Jeanine Hill	Evacuee
cast	Matt Lauer	Himself
cast	Dustin LaValley	Extra
cast	Sal Lizard	NYC Evacuee
cast	Sean McGillen	Male Evacuee
cast	Don Money	Hank
cast	Paul Nicholasi	Man Fleeing NY
cast	Speir Rahn	Evacuee
cast	Frankie Ramos	Evacuation Cop
cast	Luis Rosa	Pedestrian
cast	Martin Soole	Video Store Mannequin
cast	Tieg Thomas	Extra - the bridge
cast	Emma Thompson	Dr. Alice Krippin
cast	Raul Torres	Male Evacuee
cast	Jilon VanOver	Creature
