year	2010
keyword	character says what you see is what you get
keyword	patio
keyword	urination
keyword	drunkenness
keyword	interracial relationship
keyword	sperm bank
keyword	unfaithfulness
keyword	barbecue
keyword	motorcycle helmet
keyword	micromanagement
keyword	suspected homosexual
keyword	dvd
keyword	vibrator
keyword	cremation
keyword	coming of age
keyword	nervousness
keyword	hugging
keyword	song
keyword	rough sex
keyword	tears
keyword	lesbian mother
keyword	packing
keyword	fecundity
keyword	wine
keyword	gay parent
keyword	unconditional love
keyword	leaving home
keyword	guilt
keyword	lesbian interest
keyword	gardening
keyword	organic farming
keyword	apology
keyword	party
keyword	holding hands
keyword	waitress
keyword	male nudity
keyword	bare butt
keyword	punched in the face
keyword	cynicism
keyword	buenos aires argentina
keyword	telephone call
keyword	fired from the job
keyword	marital problem
keyword	waving goodbye
keyword	allergy
keyword	drink
keyword	bicycle
keyword	get well card
keyword	college freshman
keyword	hair brush
keyword	reference to home depot
keyword	bathroom
keyword	peace symbol
keyword	cafe
keyword	character's point of view camera shot
keyword	cooking
keyword	doctor
keyword	snorting cocaine
keyword	undressing
keyword	brushing teeth
keyword	lesbianism
keyword	food
keyword	group hug
keyword	penis
keyword	baja california
keyword	watching tv
keyword	video camera
keyword	bare chested male
keyword	watching porn
keyword	bar
keyword	marriage
keyword	character says i shall return
keyword	fear of a motorcycle accident
keyword	balcony
keyword	drugs
keyword	plant nursery
keyword	extramarital affair
keyword	awkwardness
keyword	face slap
keyword	sexuality
keyword	mother dislikes son's friend
cast	Julianne Moore	Jules
cast	Annette Bening	Nic
cast	Mark Ruffalo	Paul
cast	Mia Wasikowska	Joni
cast	Josh Hutcherson	Laser
cast	Yaya Alafia	Tanya
cast	Kunal Sharma	Jai
cast	Eddie Hassell	Clay
cast	Zosia Mamet	Sasha
cast	Joaquín Garrido	Luis
cast	Rebecca Lawrence Levy	Brooke
cast	Lisa Eisner	Stella
cast	Eric Eisner	Joel
cast	Sasha Spielberg	Waify Girl
cast	James MacDonald	Clay's Dad
cast	Margo Victor	Bartender
cast	Stuart Blumberg	Sous-chef
cast	Diego Calderón	Waiter
