year	2000
keyword	reference to denzel washington
keyword	reference to danny glover
keyword	painted face
keyword	face paint
keyword	reference to eddie murphy
keyword	watching tv
keyword	conference call
keyword	eviction
keyword	lip enlargement
keyword	street life
keyword	courage
keyword	brooklyn new york city
keyword	fired from the job
keyword	subjective camera
keyword	lipstick
keyword	one word title
keyword	brother sister relationship
keyword	racism
keyword	convict
keyword	phd
keyword	reference to al sharpton
keyword	reference to jimmie j.j. walker
keyword	drinking
keyword	tv pilot
keyword	fellatio
keyword	death of brother
keyword	theatre audience
keyword	chicken costume
keyword	new york university
keyword	clown
keyword	ghetto
keyword	aunt nephew relationship
keyword	variety show
keyword	reference to rastus
keyword	jew
keyword	oreo cookie
keyword	rooftop
keyword	pool hall
keyword	rhyming
keyword	split screen
keyword	gloves
keyword	reference to mike tyson
keyword	ignorance
keyword	stupidity
keyword	recording studio
keyword	manifesto
keyword	reference to the virgin mary
keyword	reference to uncle sam
keyword	applause
keyword	reference to bill bojangles robinson
keyword	reference to little black sambo
keyword	breaking the fourth wall
keyword	reference to bert williams
keyword	comedian
keyword	dancer
keyword	dressing room
keyword	improvisation
keyword	bazooka
keyword	unwed pregnancy
keyword	montage
keyword	yale university
keyword	limousine
keyword	gun
keyword	repeated scene
keyword	middle class
keyword	dignity
keyword	cotton
keyword	tv writer
keyword	singer
keyword	reference to bill clinton
keyword	reference to sammy davis jr.
keyword	hanging
keyword	afro
keyword	embarrassment
keyword	racial slur
keyword	usa
keyword	welfare
keyword	reference to martin luther king jr.
keyword	mau mau
keyword	black power
keyword	reference to will smith
keyword	advertisement
keyword	new york city
keyword	alabama
keyword	iowa
keyword	race relations
keyword	bar
keyword	execution
keyword	censorship
keyword	plantation
keyword	demonstration
keyword	fake commercial
keyword	reference to pigmeat martin
keyword	rifle
keyword	reference to william shakespeare
keyword	face slap
keyword	reference to spike lee
keyword	erection
keyword	blood
keyword	newsreel footage
keyword	tied up
keyword	mother son relationship
keyword	tv producer
keyword	dancing
keyword	black american stereotype
keyword	reference to clint eastwood
keyword	telephone call
keyword	computer
keyword	stereotype
keyword	sexism
keyword	policeman
keyword	reference to diana ross
keyword	north american aerospace defense command
keyword	reference to topsy
keyword	reference to matthew modine
keyword	reference to quentin tarantino
keyword	times square manhattan new york city
keyword	shooting
keyword	partner
keyword	makeup
keyword	housing project
keyword	controversy
keyword	independent film
keyword	
cast	Damon Wayans	Pierre Delacroix
cast	Savion Glover	Manray / Mantan
cast	Jada Pinkett Smith	Sloan Hopkins
cast	Tommy Davidson	Womack / Sleep'n Eat
cast	Michael Rapaport	Thomas Dunwitty
cast	Thomas Jefferson Byrd	Honeycutt
cast	Paul Mooney	Junebug
cast	Sarah Jones	Dot
cast	Gillian Iliana Waters	Verna
cast	Susan Batson	Orchid Dothan
cast	Mos Def	Mau Mau: Big Blak Afrika
cast	M.C. Serch	Mau Mau: 1 / 16th Blak
cast	Gano Grills	Mau Mau: Double Blak
cast	Canibus	Mau Mau: Mo Blak
cast	DJ Scratch	Mau Mau: Jo Blak
cast	Charli Baltimore	Mau Mau: Smooth Blak
cast	Craig muMs Grant	Mau Mau: Hard Blak
cast	Dormeshia Sumbry	Pickaninny: Topsy
cast	Tyheesha Collins	Pickaninny: Aunt Jemima
cast	Cartier Williams	Pickaninny: Lil'nigger Jim
cast	Jason Bernard	Pickaninny: Jungle Bunny
cast	Baakari Wilder	Pickaninny: Sambo
cast	Sekou Torbet	Pickaninny: Rastus
cast	Ahmir-Khalib Thompson	Alabama Porch Monkeys: Levi - Musical Director
cast	Tariq Trotter	Alabama Porch Monkey
cast	James 'Kamal' Gray	Alabama Porch Monkey
cast	Leonard 'Hub' Hubbard	Alabama Porch Monkey
cast	Kyle 'Scratch' Jones	Alabama Porch Monkey
cast	Christopher Wynkoop	Massa Charlie
cast	Jani Blom	Jukka Laks
cast	Dina Pearlman	Myrna Goldfarb
cast	Imhotep Gary Byrd	Himself
cast	Johnnie L. Cochran Jr.	Himself
cast	Al Sharpton	Himself
cast	Matthew Modine	Himself
cast	Mira Sorvino	Herself
cast	Arthur J. Nascarella	Police Chief
cast	Liza Jessie Peterson	Ruth
cast	Don Ezzard Peavy II	Auditioning Dancer
cast	Tony Arnaud	Auditioning 'Digeroo-Doo Player'
cast	Tuffy Questell	Auditioning 'Singer'
cast	David Wain	Bunning
cast	Ron Lawrence	Mau Maus' Engineer
cast	Al Palagonia	Bobby
cast	Mildred Clinton	Louise
cast	Ephraim Benton	Tre
cast	Tanesha Marie Gary	Stacy
cast	Shannon Walker Williams	Young Black Woman
cast	Matthew Cole Weiss	Young White Man
cast	Coati Mundi	Papo
cast	Caridad 'La Bruja' De La Luz	Cuca
cast	Rodney 'Bear' Jackson	Stage Security Guard
cast	Rafael Osorio	Stage Security Guard
cast	Anna Hsieh	Joan
cast	Kris Park	Fish
cast	Cheryl Lynn Bowers	Mona
cast	Julie Dretzin	Beth
cast	Steven McElroy	Seth
cast	Stephen Kunken	David
cast	Katie MacNichol	Anna
cast	Joshua Weinstein	Kirk
cast	A.D. Miles	Aaron
cast	Daniel Milder	Peter
cast	Jason Winther	Jeff
cast	Ed Onipede Blunt	CNS Security Guard
cast	Renton Kirk	CNS Security Guard
cast	Kim Director	Starlet
cast	Conni Freestone	Starlet
cast	Rayietta Hill	Hottie
cast	John Wallace	Dawg
cast	Arthur Thomas	Dawg
cast	Lisa Ferreira	Da Bomb Girl
cast	Kiki Haynes	Da Bomb Girl
cast	Judah Jacobs	Da Bomb Girl
cast	Light Eyes	Da Bomb Girl
cast	Chyna	Da Bomb Girl
cast	Luz Whitney	Da Bomb Girl
cast	Danny Hoch	Timmi Hillnigger
cast	Shawna Bermender	Performer
cast	Ruby Campbell	Marie
cast	Marcia Clark	Herself - Behind O.J. Simpson
cast	Bill Clinton	Himself
cast	Tracy Coogan	Baywatch Girl
cast	Ross Haines	Newsroom Supervisor
cast	Mario Macaluso	Comedy Writer
cast	Tracy Morgan	TV Personality
cast	Jessica Prince	Task Force 2 Leader
cast	Chris Rock	Himself
cast	George Siegmann	Silas Lynch
cast	O.J. Simpson	Himself
cast	Joseph Lyle Taylor	Task Force Leader
cast	Stelianie Tekmitchov	Beach Force 2 Babe
cast	Bert Williams	
cast	Leah Yananton	Studio PA
