year	2011
cast	Jan Abramson	Forsman
cast	Lena Strömdahl	Mildred
cast	Matthew Wolf	Tech Clerk
cast	Anne-Li Norberg	Lindgren
cast	Leo Bill	Trinity
cast	Albrecht Marco	Junkie
cast	Martina Lotun	Reporter at Vanger
cast	Anna Carlson	FSA Official
cast	Yvonne Åstrand	FSA Reporter
cast	Fredrik Dolk	Wennerström's Lawyer
cast	Christian Heller	Banker
cast	Werner Biermeier	Banker
cast	Christine Adams	Barbados TV Reporter
cast	Peter Hottinger	Zurich TV Reporter
cast	Joyce Giraud	Spain TV Reporter
cast	Bengt Wallgren	Tailor
cast	Elodie Yung	Miriam Wu
cast	Anna Charlotta Gunnarson	Reporter
cast	Andreas Björklund	Reporter
cast	Embeth Davidtz	Annika Blomkvist Giannini
cast	Joel Kinnaman	Christer Malm
cast	Karen E. Wright	Magda Lovison
cast	Leah Shaw	Book of Death Victim
cast	George Gerdes	Udevalla Detective
cast	Sahlima	Flight Attendant
cast	Jenifer Brougham	Murder Victim
cast	Melissa Ciesla	Mari Holmberg
cast	Amanda Dyar	Bar Patron
cast	Laurence Fuller	Hospital Visitor
cast	Henry Hereford	Lars
cast	Patrick Holland	CNN Newscaster
cast	Darri Ingolfsson	Karlstad Police Officer
cast	Ian Kitzmiller	Swedish Police
cast	Christopher Maleki	Hanzel
cast	Annica McCrudden	TV Reporter
cast	Cate Montgomery	Liv 'Eva' Gustavsson, Murder Victim
cast	Alessandro Piersimoni	Annika's Husband
cast	Britt Soderberg	Millennium Employee
cast	Malin Toverud	Abused woman
cast	Yasmine Vine	Assyrian Immigrant
cast	Mike Zehr	The Locksmith
