year	1960
keyword	landlady
keyword	fruitcake
keyword	wearing clothes over pajamas
keyword	shaving
keyword	pittsburgh pennsylvania
keyword	happy new year
keyword	adultery
keyword	reference to wallace beery
keyword	1950s
keyword	record album
keyword	man carrying a woman
keyword	reference to el morocco the nightclub
keyword	cynicism
keyword	fired from the job
keyword	self inflicted gunshot wound
keyword	reference to the music man the stage musical
keyword	executive washroom
keyword	office party
keyword	bathroom
keyword	nasal spray
keyword	urban comedy
keyword	working on christmas eve
keyword	dancer
keyword	loneliness
keyword	new york city
keyword	greeting card
keyword	jewish american
keyword	manhattan new york city
keyword	tv dinner
keyword	broken mirror
keyword	razor
keyword	cigarette smoking
keyword	sunglasses
keyword	self sacrifice
keyword	accountant
keyword	champagne
keyword	park bench
keyword	hanging up without saying goodbye
keyword	reference to white plains new york
keyword	martini
keyword	telephone operator
keyword	title spoken by character
keyword	
cast	Jack Lemmon	C.C. Baxter
cast	Shirley MacLaine	Fran Kubelik
cast	Fred MacMurray	Jeff D. Sheldrake
cast	Ray Walston	Joe Dobisch
cast	Jack Kruschen	Dr. Dreyfuss
cast	David Lewis	Al Kirkeby
cast	Hope Holiday	Mrs. Margie MacDougall
cast	Joan Shawlee	Sylvia
cast	Naomi Stevens	Mrs. Mildred Dreyfuss
cast	Johnny Seven	Karl Matuschka
cast	Joyce Jameson	The Blonde
cast	Willard Waterman	Mr. Vanderhoff
cast	David White	Mr. Eichelberger
cast	Edie Adams	Miss Olsen
cast	Dorothy Abbott	Office Worker
cast	Bill Baldwin	TV Movie Host
cast	Benny Burt	Charlie - Bartender
cast	Lynn Cartwright	Elevator Supervisor with Clicker
cast	Fortune Cookie	Chinese Waiter
cast	Mason Curry	Bit Part
cast	Frances Weintraub Lax	Mrs. Lieberman
cast	David Macklin	Messenger
cast	Joe Palma	Office Maintenance Man
cast	Paul Picerni	Patron in Bar
cast	Hal Smith	Man in Santa Claus Suit
