year	1998
keyword	trapped in an elevator
keyword	goldfish in a plastic bag
keyword	old photograph
keyword	punctuation in title
keyword	red apple
keyword	meeting on line
keyword	locket with photograph
keyword	eating an apple
keyword	talking to a photograph
keyword	courtship
keyword	restaurant
keyword	new york observer the newspaper
keyword	rivalry
keyword	bouquet of flowers
keyword	daisy
keyword	snoring
keyword	store owner
keyword	reference to pride and prejudice
keyword	newspaper headline
keyword	bench
keyword	meeting online friend
keyword	produced by director
keyword	reference to herodotus
keyword	elevator
keyword	book sale
keyword	peephole
keyword	grocery shopping
keyword	failing business
keyword	rival business
keyword	walking the dog
keyword	kiss on the lips
keyword	writer
keyword	break up
keyword	running on treadmill
keyword	new york post the newspaper
keyword	hot dog
keyword	newspaper article
keyword	reference to martin heidegger
keyword	closing down
keyword	christmas
keyword	pet dog
keyword	upper west side manhattan new york city
keyword	hudson river
keyword	knocking on a window
keyword	marlon brando imitation
keyword	newspaper columnist
keyword	competition
keyword	family business
keyword	laptop computer
keyword	based on play
keyword	title spoken by character
cast	Tom Hanks	Joe Fox
cast	Meg Ryan	Kathleen Kelly
cast	Greg Kinnear	Frank Navasky
cast	Parker Posey	Patricia Eden
cast	Jean Stapleton	Birdie Conrad
cast	Steve Zahn	George Pappas
cast	Heather Burns	Christina Plutzker
cast	Dave Chappelle	Kevin Jackson
cast	Dabney Coleman	Nelson Fox
cast	John Randolph	Schuyler Fox
cast	Hallee Hirsh	Annabelle Fox
cast	Jeffrey Scaperrotta	Matt Fox
cast	Cara Seymour	Gillian Quinn
cast	Katie Finneran	Maureen, the Nanny
cast	Michael Badalucco	Charlie
cast	Deborah Rush	Veronica Grant
cast	Veanne Cox	Miranda Margulies
cast	Bruce Jay Friedman	Vince Mancini
cast	Sara Ramirez	Rose, Zabars Cashier
cast	Howard Spiegel	Henry, Zabars Shopper
cast	Diane Sokolow	Zabars Shopper
cast	Julie Kass	Zabars Shopper
cast	Reiko Aylesworth	Thanksgiving Guest
cast	Katie Sagona	Young Kathleen Kelly
cast	Kathryn Meisle	Cecilia Kelly
cast	Nina Zoie Lam	T.V. Reporter
cast	Maggie Murphy	Theater Patron
cast	Michelle Blakely	Shopper
cast	Meredith White	Shopper
cast	Dianne Dreyer	Shopper
cast	Julie Galdieri	Shopper
cast	Leila Nichols	Shopper
cast	Mary A. Kelly	Fox Books Shopper
cast	Chris Messina	Fox Salesperson
cast	Ronobir Lahiri	Man at Cafe Lalo
cast	André Sogliuzzo	Waiter at Cafe Lalo
cast	Peter A. Mian	Capeman
cast	Richard Cohen	Starbucks Customer
cast	Enzo Angileri	Starbucks Customer
cast	Nick Brown	Juggler
cast	Ann Fleuchaus	Sarah Mancini
cast	Neil Bonin	Party Guest
cast	Bill McHugh	Party Guest
cast	Santiago Quinones	Decorator
cast	Lynn Grossman	Yvette Fox
cast	Dolores Sirianni	Mother of Twins
cast	Nicole Bernadette	Florist
cast	Jane Adams	Sydney Anne
cast	Jason Cicardo	Party Guest
cast	Elwood Edwards	Online 'You've Got Mail' Voice
cast	Alfonso Gomez-Rejon	Party Guest
cast	Gideon Jacobs	Young Joe Fox
cast	Brick Mason	Man Letting Joe Fox in
cast	Scott Mullin	Male Runner
cast	Logan Steinhardt	Kid in Bookstore
