year	2002
cast	Cameron Crowe	Bus Passenger
cast	Tom Cutler	Banquet Guest
cast	Lisa Danielle	
cast	Cameron Diaz	Bus Passenger
cast	Pamela Donnelly	Woman with Stroller
cast	Jumbe Fletcher	Prisoner
cast	Bourke Floyd	Pre-Crime Officer
cast	Kimiko Gelman	Mother on Metro
cast	Steven Hack	PSA #10
cast	Tristan Jackson	Pre-Crime Cop
cast	Baron Jay	Pre-Crime Officer
cast	Nina Kaczorowski	Virtual Girl
cast	Rick Kain	Metro Cop
cast	George Kardulias	Wealthy Patron
cast	Payman Kayvanfar	Card Player
cast	Sunny Malick	Pre-Crime Employee
cast	Kelli Mandruk	Virtual Reality Girl
cast	Miguel Mas	Passenger on Train
cast	Sumalee Montano	Talking Billboard
cast	Rana Morrison	Lady at Party
cast	Peechee Neric	Tourist
cast	Marilyn Rising	Contortionist
cast	Ian Salmon	Pre-Crime Cop
cast	Riley Schmidt	Pre-Crime Employee
cast	Jay Shindell	Man in Car
cast	Daniel Browning Smith	Contortionist
cast	Dollar Tan	PSA Crime Guy
cast	Christian Taylor	Pre-Crime Officer
cast	Marty Terry	Pre-Crime PSA
cast	Clyde Tull	Party Guest
cast	Paul Wesley	Nathan with Bicycle
