year	1998
cast	Nora Marlowe	Carnival Kid
cast	Frederick Strother	African Savage
cast	Lillian Smith	Lemonade Server
cast	Aliya Robinson	Denver's Carnival Friend
cast	Albert Hall	Stamp Paid
cast	Anthony Chisholm	Langhorne
cast	Joe Toutebon	Frenchie
cast	Brittany Hawkins	Young Girl Sethe
cast	Alerte Belance	Nan
cast	Ayoka Dorsey	Sethe's Mother
cast	Ashleigh Watson	Baby Denver
cast	Dajon Matthews	Howard aged 5
cast	Norris Wiggins Jr.	Buglar aged 4
cast	Harry Northup	Sheriff
cast	Tracey Walter	Slave Catcher
cast	Terel Gibson	Buglar aged 21
cast	Damani Baker	Howard aged 22
cast	Robert W. Castle	Mr. Sawyer
cast	Paul Lazar	General Store Proprietor
cast	Leigh Smiley	General Store Helper
cast	Jane White	Lady Jones
cast	Jiggs Walker	Good Samaritan
cast	Dan Olmstead	Policeman
cast	Charles Glenn	Helpful Gentleman
cast	Carol Jean Lewis	Janey Wagon
cast	Jason Robards	Mr. Bodwin
cast	Anthony S. Calypso	Denver's Boyfriend
cast	Ysaye M. Barnwell	The Thirty Women
cast	Aisha Kahlil	The Thirty Women
cast	Trazana Beverley	One of 'The Thirty Women'
cast	Carol Maillard	One of 'The Thirty Women'
cast	Cecelia Ann Birt	The Thirty Women
cast	Dianne McIntyre	The Thirty Women
cast	Grace Blake	The Thirty Women
cast	Gaynielle Neville	The Thirty Women
cast	Jordan Cael	The Thirty Women
cast	Madeline Preston	The Thirty Women
cast	Nitanju Bolade Casel	The Thirty Women
cast	Matt Rochester	The Thirty Women
cast	Edwidge Danticat	The Thirty Women
cast	Millicent Sparks	The Thirty Women
cast	Yanick Etienne	The Thirty Women
cast	Lisa Summerour	The Thirty Women
cast	Denise Gassant	The Thirty Women
cast	Ophelia M. Turner	The Thirty Women
cast	Frances Gray	The Thirty Women
cast	Karen Vicks	One of 'The Thirty Women'
cast	Thelma Houston	The Thirty Women
cast	Willa Ward	The Thirty Women
cast	Louise Johnson	The Thirty Women
cast	Pauletta Washington	The Thirty Women
cast	Jacqueline Celestin Fils-Aimé	The Thirty Women
cast	Oumou Sangare	Ancestor Vocals
cast	Hazel Fernadez	Featured Singer
cast	Len Berdick	Guard of Slaves
cast	Daniel Capellaro	Paperboy
cast	Jahmal Curtis	Stamp Paid's Boy #1
cast	Katy Dierlam	Helen Melon
cast	Brother Eden Douglas	Swine Wrangler - Sethe's Neighbor
cast	Lionel Douglass	Fry Man
cast	Belito Garcia	Slave
cast	Stanley Glenn	Barber Shop Man #2
cast	Harold Gould	Barber Shop Man #4
cast	Frank Hartman	Frank the Human Volcano
cast	Faith Grace Johnson	30 Mile Woman
cast	Bonnie Loev	Carriage Passenger
cast	Nancy Marron-Asti	Widow / Mom
cast	Warren Miller	Sands of Time Teller
cast	Charles Napier	Angry Carny
cast	Joey Perillo	The Carnival Barker
cast	Jimmy Joe Roche	Carny Family Member
cast	Lauren Roselli	Carnival Gypsy
cast	Edward Saxon	Man with Rubbery Face
cast	Cue Shepherd	Slave
cast	Rema D. Webb	The Thirty Women
cast	Ford Wheeler	Egyptian Giant
