year	2000
cast	Ian McKellen	Eric Lensherr / Magneto
cast	Famke Janssen	Jean Grey
cast	James Marsden	Scott Summers / Cyclops
cast	Halle Berry	Ororo Munroe / Storm
cast	Anna Paquin	Rogue / Marie
cast	Tyler Mane	Sabretooth
cast	Ray Park	Toad
cast	Rebecca Romijn	Mystique
cast	Bruce Davison	Senator Kelly
cast	Matthew Sharp	Henry Gyrich
cast	Brett Morris	Young Magneto
cast	Rhona Shekter	Magneto's Mother
cast	Kenneth McGregor	Magneto's Father
cast	Shawn Roberts	Rogue's Boyfriend
cast	Donna Goodhand	Rogue's Mother
cast	John Nelles	Rogue's Father
cast	George Buza	Trucker
cast	Darren McGuire	Contender
cast	Carson Manning	Waterboy #1
cast	Scott Leva	Waterboy #2
cast	Aron Tager	Emcee
cast	Kevin Rushton	Stu
cast	Doug Lennox	Bartender
cast	David Nichols	Newscaster #1
cast	Malcolm Nefsky	Stu's Buddy
cast	Sumela Kay	Kitty Pryde / Shadowcat
cast	Shawn Ashmore	Bobby Drake / Iceman
cast	Katrina Florece	Jubilation Lee / Jubilee
cast	Alex Burton	John Allerdyce / Pyro
cast	Quinn Wright	Lily Pond Kid
cast	Daniel Magder	Boy on Raft
cast	Matt Weinberg	Tommy
cast	Madison Lanc	Tommy's Sister
cast	Stan Lee	Hot Dog Vendor
cast	Marsha Graham	Newscaster #2
cast	Amy Leland	Cerebro
cast	Adam Robitel	Guy on Line
cast	David Brown	Lead Cop
cast	Ben Jensen	Sabretooth Cop
cast	Tom DeSanto	Toad Cop
cast	Todd Dulmage	Coast Guard
cast	Dan Duran	Newscaster #3
cast	Elias Zarou	U.N. Secretary General
cast	David Black	President
cast	Robert R. Snow	Secret Service
cast	David Hayter	Museum Cop
cast	Cecil Phillips	Security Guard
cast	Dave Allen Clark	Newscaster #4
cast	Deryck Blake	Plastic Prison Guard
cast	Ilke Hincer	Translator
cast	Ron Sham	Translator
cast	Jay Yoo	Translator
cast	Grigori Miakouchkine	Translator
cast	Eleanor Comes	Translator
cast	Giuseppe Gallaccio	Translator
cast	Rupinder Brar	Translator
cast	Abi Ganem	Translator
cast	Joey Purpura	German Soldier
cast	Manuel Verge	German Soldier
cast	Wolfgang Müller	German Soldier
cast	Ralph Zuljan	German Soldier
cast	Andy Grote	German Soldier
cast	Denis Bellingham	Man in Bar
cast	Eric Bryson	Police Officer
cast	Cheryl De Luca	Mother on Train
cast	Wesley Finucan	Train Station Extra
cast	Kyler Fisher	Additional Voices
cast	Marc Gagne	Bar Patron
cast	Matthew Galliford	Ellis Island Dignitary
cast	Gary Goddard	Man at Beach
cast	Matt Granger	Weapon X Program Surgeon
cast	Donald Mackinnon	Student at Xavier School
cast	Brian Peck	Hot Dog Stand Customer
cast	Daniel Vivian	Canadian
cast	Quentin Wright	Student at Xavier School
