year	1988
keyword	limousine
keyword	terrorist plot
keyword	false name
keyword	disaster
keyword	police officer shot in the chest
keyword	damsel in distress
keyword	vendetta
keyword	reference to gary cooper
keyword	skyscraper
keyword	power outage
keyword	terrorism
keyword	exploding car
keyword	tough cop
keyword	reference to roy rogers
keyword	police detective
keyword	airport
keyword	gunslinger
keyword	rocket launcher
keyword	hacker
keyword	woman punching a man
keyword	outrunning explosion
keyword	shot in the forehead
keyword	media coverage
keyword	one liner
keyword	critically acclaimed
keyword	police
keyword	first part
keyword	helicopter
keyword	captive
keyword	stuffed animal
keyword	reference to grace kelly
keyword	negotiator
keyword	shot in the chest
keyword	gash in the face
keyword	computer cracker
keyword	imperative in title
keyword	airplane
keyword	cigarette smoking
keyword	writing in blood
keyword	shot to death
keyword	estranged couple
keyword	catch phrase
keyword	bare feet
keyword	air vent
keyword	female nudity
keyword	anti hero
keyword	gun
keyword	los angeles police department
keyword	escape
keyword	shot in the knee
keyword	kicked in the face
keyword	shot in the leg
keyword	shootout
keyword	estranged wife
keyword	rescue mission
keyword	sniper
keyword	chainsaw
keyword	cult film
keyword	caught having sex
keyword	shot in the arm
keyword	kidnapping
keyword	u.s. treasury
keyword	hanged man
keyword	criminal
keyword	power saw
keyword	first of series
keyword	bullet ballet
keyword	rescue
keyword	fight
keyword	assault rifle
keyword	tough guy
keyword	die hard scenario
keyword	blood on shirt
keyword	comic relief
keyword	revenge
keyword	greed
keyword	famous line
keyword	mercenary
keyword	driving backwards
keyword	donut
keyword	shooting out a window
keyword	rogue cop
keyword	machine gun
keyword	teddy bear
keyword	death
keyword	fbi agent
keyword	strangulation
keyword	camera shot of feet
keyword	blockbuster
keyword	based on book
keyword	based on novel
keyword	surprise ending
cast	Bruce Willis	Officer John McClane
cast	Bonnie Bedelia	Holly Gennaro McClane
cast	Reginald VelJohnson	Sgt. Al Powell
cast	Paul Gleason	Deputy Police Chief Dwayne T. Robinson
cast	William Atherton	Richard Thornburg
cast	Hart Bochner	Harry Ellis
cast	James Shigeta	Joseph Yoshinobu Takagi
cast	Alan Rickman	Hans Gruber
cast	Alexander Godunov	Karl
cast	Bruno Doyon	Franco
cast	De'voreaux White	Argyle
cast	Andreas Wisniewski	Tony
cast	Clarence Gilyard Jr.	Theo
cast	Joey Plewa	Alexander
cast	Lorenzo Caccialanza	Marco
cast	Gérard Bonn	Kristoff
cast	Dennis Hayden	Eddie
cast	Al Leong	Uli
cast	Gary Roberts	Heinrich
cast	Hans Buhringer	Fritz
cast	Wilhelm von Homburg	James
cast	Robert Davi	FBI Special Agent Big Johnson
cast	Grand L. Bush	FBI Agent Little Johnson
cast	Bill Marcus	City Engineer
cast	Rick Ducommun	Walt, City Worker
cast	Matt Landers	Capt. Mitchell
cast	Carmine Zozzora	Rivers
cast	Dustyn Taylor	Ginny
cast	George Christy	Dr. Hasseldorf
cast	Anthony Peck	Young Cop
cast	Cheryl Baker	Woman
cast	Richard Parker	Man
cast	David Ursin	Harvey Johnson
cast	Mary Ellen Trainor	Gail Wallens
cast	Diana James	Police Supervisor
cast	Shelley Pogoda	Dispatcher
cast	Selma Archerd	Hostage
cast	Scot Bennett	Hostage
cast	Rebecca Broussard	Hostage
cast	Kate Finlayson	Hostage
cast	Shanna Higgins	Hostage
cast	Kym Malin	Hostage
cast	Taylor Fry	Lucy McClane
cast	Noah Land	John McClane Jr.
cast	Betty Carvalho	Paulina
cast	Kip Waldo	Convenience Store Clerk
cast	Mark Goldstein	Station Manager
cast	Tracy Reiner	Thornburg's Assistant
cast	Rick Cicetti	Guard
cast	Fred Lerner	Guard
cast	Bill Margolin	Producer
cast	Bob Jennings	Cameraman
cast	Bruce P. Schultz	Cameraman
cast	David Katz	Soundman
cast	Robert Lesser	Businessman
cast	Stella Hall	Stewardess
cast	Terri Lynn Doss	Girl at Airport
cast	Jon E. Greene	Boy at Airport
cast	P. Randall Bowers	Kissing Man
cast	Michele Laybourn	Girl in Window
cast	Rick Bross	Cameraman
cast	Marshall Dancing Elk Lucas	Police Officer
cast	Charlie Picerni	Dwayne T. Robinson's Driver
cast	Gary Pinkston	Hostage
cast	Mark Winn	Police Detective
