year	2005
keyword	butterfly collection
keyword	bulletproof vest
keyword	koran
keyword	cape
keyword	knife
keyword	slow motion scene
keyword	drinking
keyword	fencing
keyword	dragging a body
keyword	anti hero
keyword	classroom
keyword	exploding building
keyword	gunfight
keyword	slapstick comedy
keyword	throwing a sword into someone's head
keyword	eyeglasses
keyword	dressing
keyword	throat slitting
keyword	video surveillance
keyword	reference to guy fawkes
keyword	mother daughter relationship
keyword	guy fawkes day
keyword	political criminal
keyword	curfew
keyword	epidemic
keyword	government conspiracy
keyword	male rear nudity
keyword	electric razor
keyword	cooking
keyword	plague
keyword	hiding under a bed
keyword	gunpowder plot
keyword	poison
keyword	statuette
keyword	fog
keyword	kissing
keyword	hanging
keyword	father daughter relationship
keyword	burn victim
keyword	dead body
keyword	botanist
keyword	punched in the face
keyword	surveillance camera
keyword	hollow book
keyword	dancing
keyword	tragic hero
keyword	tv station
keyword	dictatorship
keyword	red rose
keyword	big ben london
keyword	suspense
keyword	totalitarianism
keyword	character name in title
keyword	
cast	Natalie Portman	Evey
cast	Hugo Weaving	V
cast	Stephen Rea	Finch
cast	Stephen Fry	Deitrich
cast	John Hurt	Adam Sutler
cast	Tim Pigott-Smith	Creedy
cast	Rupert Graves	Dominic
cast	Roger Allam	Lewis Prothero
cast	Ben Miles	Dascomb
cast	Sinéad Cusack	Delia Surridge
cast	Natasha Wightman	Valerie
cast	John Standing	Lilliman
cast	Eddie Marsan	Etheridge
cast	Clive Ashborn	Guy Fawkes
cast	Emma Field-Rayner	Guy Fawkes Lover
cast	Ian Burfield	Tweed Coat Fingerman
cast	Mark Phoenix	Willy Fingerman
cast	Alister Mazzotti	Baldy Fingerman
cast	Billie Cook	Little Glasses Girl
cast	Guy Henry	Heyer
cast	Cosima Shaw	Patricia
cast	Megan Gay	BTN News Poppet
cast	Roderic Culver	BTN News Poppet
cast	Tara Hacking	Vicky
cast	Andy Rashleigh	Fred
cast	Chad Stahelski	Storm Saxon
cast	Antje Rau	Laser Lass
cast	Amelda Brown	Wardrobe Mistress
cast	Richard Campbell	Security Guard
cast	Patricia Gannon	Little Glasses Girl Mum
cast	Mark Longhurst	Little Glasses Girl Dad
cast	Simon Holmes	Barman
cast	Charles Cork	Barfly
cast	John Ringham	Old Man
cast	Oliver Bradshaw	Old Man
cast	Jack Schouten	Middle Class Boy
cast	Caoimhe Murdock	Middle Class Sister
cast	Juliet Howland	Middle Class Mum
cast	Brin Rosser	TV Executive
cast	Raife Patrick Burchell	Studio Technician
cast	Joseph Rye	Jones
cast	Adrian Finighan	News Anchor
cast	Malcolm Sinclair	Major Wilson
cast	Bradley Steve Ford	Evey's Brother
cast	Madeleine Rakic-Platt	Young Evey
cast	Selina Giles	Evey's Mother
cast	Carsten Hayes	Evey's Father
cast	Derek Hutchinson	Bureaucrat
cast	Martin Savage	Denis
cast	Grant Burgin	Operator
cast	Greg Donaldson	Operator
cast	Imogen Poots	Young Valerie
cast	Jason Griffiths	Biology Teacher
cast	Laura Greenwood	Sarah
cast	Kyra Meyer	Christina
cast	Paul Antony-Barber	Valerie's Father
cast	Anna Farnworth	Valerie's Mother
cast	Mary Stockley	Ruth
cast	Simon Newby	Tube Station News Poppet
cast	David Merheb	Young Man
cast	Daniel Donaldson	Young Black Detainee
cast	Dulcie Smart	Civil War News Poppet
cast	Ben Posener	Water Shortage News Poppet
cast	Ian T. Dickinson	Avian Flu News Poppet
cast	Sophia New	Quarantine News Poppet
cast	Julie Brown	Three Waters News Poppet
cast	Gerard Gilroy	Surveillance Man
cast	Eamon Geoghegan	Surveillance Man
cast	Matthew Bates	Finch's Fedco Man
cast	David Leitch	Convenience Store V
cast	Matt Wilkinson	Little Glasses Girl Fingerman
cast	Martin McGlade	Victoria Station Fingerman
cast	Richard Laing	Parliament Lieutenant
cast	Michael Simkins	Parliament General
cast	William Tapley	Radio Man
cast	Lee Asquith-Coe	V Follower
cast	Andy Callaghan	Soldier
cast	Tony Cook	Soldier
cast	Nicolas de Pruyssenaere	Marshal
cast	David Decio	V Street Vigilante
cast	Christopher Fosh	V Follower
cast	Gordon Gram	V Follower V110
cast	Rogan Grant	Military Officer
cast	David Hood	V Follower
cast	Keith How	V Follower
cast	Forbes KB	Soldier
cast	Edsel Kragg	Masked Protester
cast	Mathis Landwehr	Bodyguard
cast	João Costa Menezes	Soldier
cast	Jason Oettle	Policeman
cast	Norman Campbell Rees	V Follower
cast	Peter Ryder	V Follower
cast	Wolfgang Stegemann	Creedy Guard
cast	Jonas von Lingen	TV Journalist
cast	Chris Wilson	Soldier
